dancer_id,event_dance,event_competition,event_role,event_result,event_points,event_name,location_id,event_year,event_month,event_year_and_month,event_result_standardized
8728,West Coast Swing,Novice,follower,F,1,Halloween SwingThing,24,2011,10,2011-10-01,Final
8729,West Coast Swing,Advanced,leader,5,1,NSW West Coast Swing Dance Championships,117,2016,6,2016-06-01,5
8729,West Coast Swing,Intermediate,leader,2,8,Swingsation,169,2016,5,2016-05-01,2
8729,West Coast Swing,Intermediate,leader,1,10,NSW West Coast Swing Dance Championships,117,2015,6,2015-06-01,1
8729,West Coast Swing,Intermediate,leader,1,10,Swingsation,169,2015,5,2015-05-01,1
8729,West Coast Swing,Intermediate,leader,F,1,Swingtimate,169,2014,12,2014-12-01,Final
8729,West Coast Swing,Intermediate,leader,4,4,NSW West Coast Swing Dance Championships,117,2014,6,2014-06-01,4
8729,West Coast Swing,Intermediate,leader,F,1,Australian Open Swing Dance Championships,174,2013,10,2013-10-01,Final
8729,West Coast Swing,Intermediate,leader,4,2,New Zealand Open Swing Dance Championships,168,2013,10,2013-10-01,4
8729,West Coast Swing,Novice,leader,5,6,Swingsation,169,2012,5,2012-05-01,5
8729,West Coast Swing,Novice,leader,1,10,New Zealand Open Swing Dance Championships,168,2011,10,2011-10-01,1
8731,West Coast Swing,Novice,leader,F,1,Swingsation,169,2013,5,2013-05-01,Final
8731,West Coast Swing,Novice,leader,4,4,New Zealand Open Swing Dance Championships,168,2012,10,2012-10-01,4
8731,West Coast Swing,Novice,leader,F,1,Swingsation,169,2012,5,2012-05-01,Final
8731,West Coast Swing,Novice,leader,2,8,New Zealand Open Swing Dance Championships,168,2011,10,2011-10-01,2
8732,West Coast Swing,Intermediate,follower,5,1,New Zealand Open Swing Dance Championships,168,2013,10,2013-10-01,5
8732,West Coast Swing,Novice,follower,1,10,New Zealand Open Swing Dance Championships,168,2012,10,2012-10-01,1
8732,West Coast Swing,Novice,follower,2,8,New Zealand Open Swing Dance Championships,168,2011,10,2011-10-01,2
8733,West Coast Swing,Novice,leader,F,1,Swing Escape,209,2019,3,2019-03-01,Final
8733,West Coast Swing,Novice,leader,F,1,Swing Escape,209,2016,4,2016-04-01,Final
8733,West Coast Swing,Novice,leader,F,1,Swingtimate,169,2013,12,2013-12-01,Final
8733,West Coast Swing,Novice,leader,5,2,New Zealand Open Swing Dance Championships,168,2013,10,2013-10-01,5
8733,West Coast Swing,Novice,leader,F,1,NSW West Coast Swing Dance Championships,117,2012,6,2012-06-01,Final
8733,West Coast Swing,Novice,leader,3,6,New Zealand Open Swing Dance Championships,168,2011,10,2011-10-01,3
8733,West Coast Swing,Master,leader,5,1,The Australian Classic West Coast Swing Dance Championships (Trial Event),227,2025,1,2025-01-01,5
8734,West Coast Swing,All-Star,follower,3,1,Korea Westival,213,2025,9,2025-09-01,3
8734,West Coast Swing,All-Star,follower,1,3,MY Swing,271,2025,7,2025-07-01,1
8734,West Coast Swing,Advanced,follower,3,1,Korea Westival,213,2019,6,2019-06-01,3
8734,West Coast Swing,Advanced,follower,1,6,Asia West Coast Swing Open,159,2019,4,2019-04-01,1
8734,West Coast Swing,Advanced,follower,1,15,MADjam,13,2019,3,2019-03-01,1
8734,West Coast Swing,Advanced,follower,F,1,Rose City Swing,4,2019,2,2019-02-01,Final
8734,West Coast Swing,Advanced,follower,5,6,US Open Swing Dance Championships,22,2018,11,2018-11-01,5
8734,West Coast Swing,Advanced,follower,F,1,Swingtacular: The Galactic Open,2,2018,8,2018-08-01,Final
8734,West Coast Swing,Advanced,follower,3,1,Korea Westival,213,2018,6,2018-06-01,3
8734,West Coast Swing,Advanced,follower,F,1,J&J O'Rama,23,2018,6,2018-06-01,Final
8734,West Coast Swing,Advanced,follower,F,1,Asia West Coast Swing Open,159,2018,4,2018-04-01,Final
8734,West Coast Swing,Advanced,follower,3,6,SwingCouver,4,2018,1,2018-01-01,3
8734,West Coast Swing,Advanced,follower,5,6,BudaFest Open WCS Championships,110,2018,1,2018-01-01,5
8734,West Coast Swing,Advanced,follower,2,4,Korea Westival,213,2017,6,2017-06-01,2
8734,West Coast Swing,Advanced,follower,5,2,Swingsation,169,2016,5,2016-05-01,5
8734,West Coast Swing,Advanced,follower,F,1,Tampa Bay Classic,53,2015,9,2015-09-01,Final
8734,West Coast Swing,Advanced,follower,2,4,Swingsation,169,2015,5,2015-05-01,2
8734,West Coast Swing,Advanced,follower,3,6,The Chicago Classic,34,2015,3,2015-03-01,3
8734,West Coast Swing,Advanced,follower,F,1,MADjam,13,2015,3,2015-03-01,Final
8734,West Coast Swing,Advanced,follower,3,6,US Open Swing Dance Championships,22,2014,11,2014-11-01,3
8734,West Coast Swing,Intermediate,follower,2,8,4TH of July Convention,3,2014,7,2014-07-01,2
8734,West Coast Swing,Intermediate,follower,5,6,Liberty Swing Dance Championships,41,2014,6,2014-06-01,5
8734,West Coast Swing,Intermediate,follower,F,1,Swingsation,169,2014,5,2014-05-01,Final
8734,West Coast Swing,Intermediate,follower,1,5,Asia West Coast Swing Open,159,2014,4,2014-04-01,1
8734,West Coast Swing,Intermediate,follower,3,10,Boogie By The Bay,2,2013,10,2013-10-01,3
8734,West Coast Swing,Intermediate,follower,F,1,Swingin' Into Spring,131,2013,5,2013-05-01,Final
8734,West Coast Swing,Intermediate,follower,4,2,Asia West Coast Swing Open,159,2013,4,2013-04-01,4
8734,West Coast Swing,Intermediate,follower,F,1,Chico Dance Sensation,101,2012,12,2012-12-01,Final
8734,West Coast Swing,Novice,follower,3,6,New Zealand Open Swing Dance Championships,168,2011,10,2011-10-01,3
8734,West Coast Swing,Novice,follower,1,10,Australian Open Swing Dance Championships,174,2011,10,2011-10-01,1
8734,West Coast Swing,Sophisticated,follower,1,10,Global Grand Prix - West Coast Swing Reunion,208,2025,12,2025-12-01,1
8734,West Coast Swing,Sophisticated,follower,F,1,Korea Westival,213,2025,9,2025-09-01,Final
8734,West Coast Swing,Sophisticated,follower,4,2,Freedom Swing Dance Challenge,66,2025,1,2025-01-01,4
8734,West Coast Swing,Sophisticated,follower,1,10,D-Town Swing,127,2024,6,2024-06-01,1
8734,West Coast Swing,Sophisticated,follower,1,6,Baltic Swing,186,2024,6,2024-06-01,1
8734,West Coast Swing,Sophisticated,follower,3,10,Korean Open WCS Championships,172,2024,4,2024-04-01,3
8735,West Coast Swing,Novice,leader,4,4,New Zealand Open Swing Dance Championships,168,2011,10,2011-10-01,4
8738,West Coast Swing,Novice,follower,F,1,Swingsation,169,2018,5,2018-05-01,Final
8738,West Coast Swing,Novice,follower,5,6,Swingsation,169,2016,5,2016-05-01,5
8738,West Coast Swing,Novice,follower,5,2,New Zealand Open Swing Dance Championships,168,2011,10,2011-10-01,5
8737,West Coast Swing,Intermediate,leader,5,1,New Zealand Open Swing Dance Championships,168,2013,10,2013-10-01,5
8737,West Coast Swing,Novice,leader,4,4,Australian Open Swing Dance Championships,174,2012,10,2012-10-01,4
8737,West Coast Swing,Novice,leader,F,1,New Zealand Open Swing Dance Championships,168,2012,10,2012-10-01,Final
8737,West Coast Swing,Novice,leader,F,1,Swingsation,169,2012,5,2012-05-01,Final
8737,West Coast Swing,Novice,leader,5,2,New Zealand Open Swing Dance Championships,168,2011,10,2011-10-01,5
8737,West Coast Swing,Novice,leader,2,8,Australian Open Swing Dance Championships,174,2011,10,2011-10-01,2
8736,West Coast Swing,Intermediate,follower,F,1,Swingvasion,242,2026,3,2026-03-01,Final
8736,West Coast Swing,Intermediate,follower,2,4,New Zealand Open Swing Dance Championships,168,2015,10,2015-10-01,2
8736,West Coast Swing,Intermediate,follower,3,3,Asia West Coast Swing Open,159,2015,4,2015-04-01,3
8736,West Coast Swing,Intermediate,follower,2,4,New Zealand Open Swing Dance Championships,168,2014,10,2014-10-01,2
8736,West Coast Swing,Intermediate,follower,4,2,New Zealand Open Swing Dance Championships,168,2013,10,2013-10-01,4
8736,West Coast Swing,Novice,follower,F,1,Palm Springs New Years Swing Dance Classic,20,2013,1,2013-01-01,Final
8736,West Coast Swing,Novice,follower,4,4,New Zealand Open Swing Dance Championships,168,2011,10,2011-10-01,4
8739,West Coast Swing,Novice,follower,F,1,New Zealand Open Swing Dance Championships,168,2011,10,2011-10-01,Final
8740,West Coast Swing,Novice,leader,F,1,NSW West Coast Swing Dance Championships,117,2016,6,2016-06-01,Final
8740,West Coast Swing,Novice,leader,F,1,New Zealand Open Swing Dance Championships,168,2015,10,2015-10-01,Final
8740,West Coast Swing,Novice,leader,2,8,NSW West Coast Swing Dance Championships,117,2014,6,2014-06-01,2
8740,West Coast Swing,Novice,leader,F,1,New Zealand Open Swing Dance Championships,168,2011,10,2011-10-01,Final
8740,West Coast Swing,Newcomer,leader,1,5,Australian Open Swing Dance Championships,174,2011,10,2011-10-01,1
8741,West Coast Swing,Novice,leader,F,1,New Zealand Open Swing Dance Championships,168,2011,10,2011-10-01,Final
8742,West Coast Swing,Novice,follower,F,1,New Zealand Open Swing Dance Championships,168,2011,10,2011-10-01,Final
8743,West Coast Swing,Novice,leader,F,1,New Zealand Open Swing Dance Championships,168,2011,10,2011-10-01,Final
8746,West Coast Swing,Newcomer,leader,1,5,Swing City Chicago,34,2011,10,2011-10-01,1
8744,West Coast Swing,Novice,follower,F,1,New Zealand Open Swing Dance Championships,168,2011,10,2011-10-01,Final
8745,West Coast Swing,Advanced,leader,2,2,Revitalise WCS,174,2026,7,2026-07-01,2
8745,West Coast Swing,Advanced,leader,3,1,Shakedown Swing,260,2023,8,2023-08-01,3
8745,West Coast Swing,Advanced,leader,3,1,Shakedown Swing,260,2019,8,2019-08-01,3
8745,West Coast Swing,Advanced,leader,3,1,Swing Escape,209,2019,3,2019-03-01,3
8745,West Coast Swing,Advanced,leader,5,1,New Zealand Open Swing Dance Championships,168,2017,7,2017-07-01,5
8745,West Coast Swing,Intermediate,leader,3,6,Swingsation,169,2017,5,2017-05-01,3
8745,West Coast Swing,Intermediate,leader,2,4,Swing Escape,209,2017,3,2017-03-01,2
8745,West Coast Swing,Intermediate,leader,3,6,Australasian WCS & Zouk Champs,261,2017,2,2017-02-01,3
8745,West Coast Swing,Intermediate,leader,1,5,New Zealand Open Swing Dance Championships,168,2016,10,2016-10-01,1
8745,West Coast Swing,Intermediate,leader,F,1,Swingsation,169,2016,5,2016-05-01,Final
8745,West Coast Swing,Intermediate,leader,5,1,Swing Escape,209,2016,4,2016-04-01,5
8745,West Coast Swing,Intermediate,leader,1,5,New Zealand Open Swing Dance Championships,168,2015,10,2015-10-01,1
8745,West Coast Swing,Intermediate,leader,F,1,Swingtimate,169,2014,12,2014-12-01,Final
8745,West Coast Swing,Intermediate,leader,4,2,New Zealand Open Swing Dance Championships,168,2011,10,2011-10-01,4
8745,West Coast Swing,Novice,leader,5,2,NSW West Coast Swing Dance Championships,117,2014,6,2014-06-01,5
8745,West Coast Swing,Novice,leader,F,1,Swingsation,169,2014,5,2014-05-01,Final
8745,West Coast Swing,Novice,leader,F,1,Australian Open Swing Dance Championships,174,2013,10,2013-10-01,Final
8745,West Coast Swing,Novice,leader,1,10,New Zealand Open Swing Dance Championships,168,2013,10,2013-10-01,1
8745,West Coast Swing,Master,leader,3,1,The After Party (TAP),73,2023,12,2023-12-01,3
8745,West Coast Swing,Master,leader,4,2,Simply Adelaide West Coast Swing,236,2023,10,2023-10-01,4
8745,West Coast Swing,Master,leader,3,1,Korean Open WCS Championships,172,2023,4,2023-04-01,3
8745,West Coast Swing,Master,leader,1,3,Simply Adelaide West Coast Swing,236,2022,11,2022-11-01,1
8745,West Coast Swing,Master,leader,5,1,The After Party (TAP),73,2019,12,2019-12-01,5
8745,West Coast Swing,Master,leader,F,1,US Open Swing Dance Championships,22,2019,12,2019-12-01,Final
8745,West Coast Swing,Master,leader,2,4,Swingtacular: The Galactic Open,2,2019,8,2019-08-01,2
8745,West Coast Swing,Master,leader,2,4,Swingtacular: The Galactic Open,2,2018,8,2018-08-01,2
8745,West Coast Swing,Master,leader,2,8,J&J O'Rama,23,2018,6,2018-06-01,2
8745,West Coast Swing,Master,leader,5,2,Liberty Swing Dance Championships,41,2016,6,2016-06-01,5
8745,West Coast Swing,Sophisticated,leader,5,2,Odyssey West Coast Swing,169,2024,7,2024-07-01,5
8745,West Coast Swing,Sophisticated,leader,2,4,Odyssey West Coast Swing,169,2023,7,2023-07-01,2
8747,West Coast Swing,Advanced,follower,1,3,German Open,143,2018,8,2018-08-01,1
8747,West Coast Swing,Advanced,follower,1,10,SwingDiego,10,2018,5,2018-05-01,1
8747,West Coast Swing,Advanced,follower,4,2,German Open,143,2017,8,2017-08-01,4
8747,West Coast Swing,Advanced,follower,5,2,D-Town Swing,127,2017,6,2017-06-01,5
8747,West Coast Swing,Advanced,follower,2,8,New Year's Swing Fling,107,2017,1,2017-01-01,2
8747,West Coast Swing,Advanced,follower,1,5,Indy Dance Explosion,138,2016,7,2016-07-01,1
8747,West Coast Swing,Advanced,follower,1,10,Liberty Swing Dance Championships,41,2016,6,2016-06-01,1
8747,West Coast Swing,Advanced,follower,1,10,Boston Tea Party,8,2016,3,2016-03-01,1
8747,West Coast Swing,Advanced,follower,4,4,Freedom Swing Dance Challenge,66,2016,1,2016-01-01,4
8747,West Coast Swing,Advanced,follower,F,1,Tampa Bay Classic,53,2015,9,2015-09-01,Final
8747,West Coast Swing,Intermediate,follower,4,8,Liberty Swing Dance Championships,41,2015,6,2015-06-01,4
8747,West Coast Swing,Intermediate,follower,3,6,MidAtlantic Dance Classic,38,2015,5,2015-05-01,3
8747,West Coast Swing,Intermediate,follower,5,2,The Chicago Classic,34,2015,3,2015-03-01,5
8747,West Coast Swing,Intermediate,follower,3,6,DC Swing eXperience (DCSX),38,2014,11,2014-11-01,3
8747,West Coast Swing,Intermediate,follower,2,4,Trilogy Swing,63,2014,9,2014-09-01,2
8747,West Coast Swing,Intermediate,follower,4,4,Swing Fling,38,2014,8,2014-08-01,4
8747,West Coast Swing,Intermediate,follower,F,1,DC Swing eXperience (DCSX),38,2013,11,2013-11-01,Final
8747,West Coast Swing,Intermediate,follower,F,1,The Chicago Classic,34,2013,3,2013-03-01,Final
8747,West Coast Swing,Intermediate,follower,5,2,Spotlight New Year's Celebration,43,2013,1,2013-01-01,5
8747,West Coast Swing,Novice,follower,4,8,Swing City Chicago,34,2012,10,2012-10-01,4
8747,West Coast Swing,Novice,follower,4,8,Meet Me In St Louis,49,2012,9,2012-09-01,4
8747,West Coast Swing,Newcomer,follower,1,5,Swing City Chicago,34,2011,10,2011-10-01,1
8748,West Coast Swing,Novice,leader,F,1,Dance Camp Chicago,114,2016,2,2016-02-01,Final
8748,West Coast Swing,Novice,leader,F,1,Swingtacular: The Galactic Open,2,2014,8,2014-08-01,Final
8748,West Coast Swing,Novice,leader,2,8,Swing City Chicago,34,2012,10,2012-10-01,2
8748,West Coast Swing,Newcomer,leader,2,4,Swing City Chicago,34,2011,10,2011-10-01,2
8750,West Coast Swing,Newcomer,leader,F,1,Meet Me In St Louis,49,2014,9,2014-09-01,Final
8750,West Coast Swing,Newcomer,leader,F,1,Meet Me In St Louis,49,2013,9,2013-09-01,Final
8750,West Coast Swing,Newcomer,leader,4,2,Michigan Dance Classic,51,2012,6,2012-06-01,4
8750,West Coast Swing,Newcomer,leader,3,3,Swing City Chicago,34,2011,10,2011-10-01,3
8749,West Coast Swing,All-Star,follower,2,4,River City Swing,98,2017,9,2017-09-01,2
8749,West Coast Swing,All-Star,follower,4,2,Swingover,82,2017,3,2017-03-01,4
8749,West Coast Swing,Advanced,follower,2,8,5280 Westival,29,2017,2,2017-02-01,2
8749,West Coast Swing,Advanced,follower,F,1,Charlotte Westie Fest,62,2017,2,2017-02-01,Final
8749,West Coast Swing,Advanced,follower,4,4,Derby City Swing,116,2017,1,2017-01-01,4
8749,West Coast Swing,Advanced,follower,2,8,Austin Swing Dance Championships,39,2017,1,2017-01-01,2
8749,West Coast Swing,Advanced,follower,5,1,Toronto Open Swing & Hustle Championships,105,2016,7,2016-07-01,5
8749,West Coast Swing,Advanced,follower,F,1,Michigan Dance Classic,51,2016,6,2016-06-01,Final
8749,West Coast Swing,Advanced,follower,4,2,MidAtlantic Dance Classic,38,2016,5,2016-05-01,4
8749,West Coast Swing,Advanced,follower,3,6,The Chicago Classic,34,2016,3,2016-03-01,3
8749,West Coast Swing,Advanced,follower,F,1,5280 Westival,29,2016,2,2016-02-01,Final
8749,West Coast Swing,Advanced,follower,F,1,Austin Swing Dance Championships,39,2016,1,2016-01-01,Final
8749,West Coast Swing,Advanced,follower,F,1,River City Swing,98,2015,9,2015-09-01,Final
8749,West Coast Swing,Advanced,follower,F,1,Summer Hummer,8,2015,8,2015-08-01,Final
8749,West Coast Swing,Advanced,follower,F,1,5280 Westival,29,2015,3,2015-03-01,Final
8749,West Coast Swing,Advanced,follower,5,1,CASH Bash,96,2014,11,2014-11-01,5
8749,West Coast Swing,Advanced,follower,F,1,DC Swing eXperience (DCSX),38,2014,11,2014-11-01,Final
8749,West Coast Swing,Advanced,follower,F,1,River City Swing,98,2014,8,2014-08-01,Final
8749,West Coast Swing,Advanced,follower,5,1,Midwest Westie Fest,48,2014,6,2014-06-01,5
8749,West Coast Swing,Advanced,follower,F,1,Michigan Dance Classic,51,2014,6,2014-06-01,Final
8749,West Coast Swing,Advanced,follower,1,10,Swing Dance America,89,2014,4,2014-04-01,1
8749,West Coast Swing,Intermediate,follower,2,8,Swing City Chicago,34,2013,10,2013-10-01,2
8749,West Coast Swing,Intermediate,follower,F,1,Chicagoland Country and Swing Dance Festival,34,2013,8,2013-08-01,Final
8749,West Coast Swing,Intermediate,follower,F,1,Swing Fling,38,2013,8,2013-08-01,Final
8749,West Coast Swing,Intermediate,follower,F,1,Michigan Dance Classic,51,2013,6,2013-06-01,Final
8749,West Coast Swing,Intermediate,follower,2,8,USA Grand Nationals,25,2013,5,2013-05-01,2
8749,West Coast Swing,Intermediate,follower,4,4,Swing Dance America,89,2013,4,2013-04-01,4
8749,West Coast Swing,Intermediate,follower,F,1,The Chicago Classic,34,2013,3,2013-03-01,Final
8749,West Coast Swing,Intermediate,follower,F,1,Spotlight New Year's Celebration,43,2013,1,2013-01-01,Final
8749,West Coast Swing,Intermediate,follower,5,2,CASH Bash,96,2012,11,2012-11-01,5
8749,West Coast Swing,Intermediate,follower,4,4,Swing Niagara Dance Championships,80,2012,9,2012-09-01,4
8749,West Coast Swing,Novice,follower,4,8,River City Swing,98,2012,9,2012-09-01,4
8749,West Coast Swing,Novice,follower,3,6,Wisconsin Dance Challenge/Midwest Area Swing Dance Challenge,61,2012,7,2012-07-01,3
8749,West Coast Swing,Novice,follower,4,8,Michigan Dance Classic,51,2012,6,2012-06-01,4
8749,West Coast Swing,Newcomer,follower,2,4,Swing City Chicago,34,2011,10,2011-10-01,2
8751,West Coast Swing,Newcomer,follower,3,3,Swing City Chicago,34,2011,10,2011-10-01,3
8752,West Coast Swing,Newcomer,follower,4,2,Swing City Chicago,34,2011,10,2011-10-01,4
8753,West Coast Swing,Newcomer,leader,5,1,Swing City Chicago,34,2011,10,2011-10-01,5
8754,West Coast Swing,Newcomer,follower,F,1,Easter Swing,30,2023,4,2023-04-01,Final
8754,West Coast Swing,Newcomer,follower,5,1,Swing City Chicago,34,2011,10,2011-10-01,5
8755,West Coast Swing,Intermediate,follower,F,1,Michigan Dance Classic,51,2019,6,2019-06-01,Final
8755,West Coast Swing,Novice,follower,5,6,The Chicago Classic,34,2013,3,2013-03-01,5
8755,West Coast Swing,Novice,follower,F,1,Wisconsin Dance Challenge/Midwest Area Swing Dance Challenge,61,2012,7,2012-07-01,Final
8755,West Coast Swing,Novice,follower,F,1,Swing Dance America,89,2012,4,2012-04-01,Final
8755,West Coast Swing,Novice,follower,F,1,Spotlight New Year's Celebration,43,2012,1,2012-01-01,Final
8755,West Coast Swing,Novice,follower,4,8,Swing City Chicago,34,2011,10,2011-10-01,4
8755,West Coast Swing,Master,follower,F,1,Spotlight New Year's Celebration,43,2025,1,2025-01-01,Final
8755,West Coast Swing,Master,follower,2,8,Wild Wild Westie,21,2023,7,2023-07-01,2
8755,West Coast Swing,Master,follower,F,1,The Chicago Classic,34,2018,3,2018-03-01,Final
8755,West Coast Swing,Master,follower,3,6,Spotlight New Year's Celebration,43,2017,1,2017-01-01,3
8755,West Coast Swing,Master,follower,F,1,Swing City Chicago,34,2016,10,2016-10-01,Final
8756,West Coast Swing,Novice,follower,F,1,Swing City Chicago,34,2011,10,2011-10-01,Final
8757,West Coast Swing,Intermediate,leader,5,2,South Bay Dance Fling,16,2018,9,2018-09-01,5
8757,West Coast Swing,Intermediate,leader,F,1,Sacramento All Swing,6,2017,7,2017-07-01,Final
8757,West Coast Swing,Intermediate,leader,F,1,4TH of July Convention,3,2017,7,2017-07-01,Final
8757,West Coast Swing,Intermediate,leader,4,4,Capital Swing Dance Convention,6,2017,2,2017-02-01,4
8757,West Coast Swing,Intermediate,leader,F,1,Monterey SwingFest,1,2017,1,2017-01-01,Final
8757,West Coast Swing,Intermediate,leader,F,1,South Bay Dance Fling,16,2014,8,2014-08-01,Final
8757,West Coast Swing,Novice,leader,4,4,Mountain Magic,28,2013,11,2013-11-01,4
8757,West Coast Swing,Novice,leader,F,1,Swing City Chicago,34,2013,10,2013-10-01,Final
8757,West Coast Swing,Novice,leader,3,6,South Bay Dance Fling,16,2013,9,2013-09-01,3
8757,West Coast Swing,Novice,leader,F,1,San Francisco Dance Sensation,135,2013,4,2013-04-01,Final
8757,West Coast Swing,Novice,leader,F,1,Capital Swing Dance Convention,6,2013,2,2013-02-01,Final
8757,West Coast Swing,Novice,leader,F,1,CASH Bash,96,2012,11,2012-11-01,Final
8757,West Coast Swing,Novice,leader,F,1,Swing City Chicago,34,2012,10,2012-10-01,Final
8757,West Coast Swing,Novice,leader,F,1,Montreal Westie Fest,7,2012,10,2012-10-01,Final
8757,West Coast Swing,Novice,leader,F,1,Swing City Chicago,34,2011,10,2011-10-01,Final
8759,West Coast Swing,Newcomer,leader,2,4,Australian Open Swing Dance Championships,174,2011,10,2011-10-01,2
8760,West Coast Swing,Newcomer,follower,2,4,Australian Open Swing Dance Championships,174,2011,10,2011-10-01,2
8774,West Coast Swing,Intermediate,follower,2,8,Countdown Swing Boston,71,2013,1,2013-01-01,2
8762,West Coast Swing,Newcomer,follower,3,3,Australian Open Swing Dance Championships,174,2011,10,2011-10-01,3
8761,West Coast Swing,Newcomer,leader,3,3,Australian Open Swing Dance Championships,174,2011,10,2011-10-01,3
8763,West Coast Swing,Newcomer,leader,4,2,Australian Open Swing Dance Championships,174,2011,10,2011-10-01,4
8764,West Coast Swing,Novice,follower,5,2,New Zealand Open Swing Dance Championships,168,2013,10,2013-10-01,5
8764,West Coast Swing,Newcomer,follower,4,2,Australian Open Swing Dance Championships,174,2011,10,2011-10-01,4
8765,West Coast Swing,Newcomer,leader,5,1,Australian Open Swing Dance Championships,174,2011,10,2011-10-01,5
8766,West Coast Swing,Newcomer,follower,5,1,Australian Open Swing Dance Championships,174,2011,10,2011-10-01,5
8767,West Coast Swing,Intermediate,leader,3,3,Australian Open Swing Dance Championships,174,2012,10,2012-10-01,3
8767,West Coast Swing,Novice,leader,1,10,Australian Open Swing Dance Championships,174,2011,10,2011-10-01,1
8768,West Coast Swing,Novice,follower,1,10,Swingin in the Valley,117,2012,7,2012-07-01,1
8768,West Coast Swing,Novice,follower,4,4,Australian Open Swing Dance Championships,174,2011,10,2011-10-01,4
8769,West Coast Swing,Novice,leader,1,15,Swingsation,169,2013,5,2013-05-01,1
8769,West Coast Swing,Novice,leader,F,1,Australian Open Swing Dance Championships,174,2012,10,2012-10-01,Final
8769,West Coast Swing,Novice,leader,4,4,NSW West Coast Swing Dance Championships,117,2012,6,2012-06-01,4
8769,West Coast Swing,Novice,leader,F,1,Australian Open Swing Dance Championships,174,2011,10,2011-10-01,Final
8770,West Coast Swing,Novice,follower,4,8,Australian Open Swing Dance Championships,174,2014,10,2014-10-01,4
8770,West Coast Swing,Novice,follower,F,1,Swingtimate,169,2013,12,2013-12-01,Final
8770,West Coast Swing,Novice,follower,F,1,Australian Open Swing Dance Championships,174,2013,10,2013-10-01,Final
8770,West Coast Swing,Novice,follower,F,1,NSW West Coast Swing Dance Championships,117,2013,6,2013-06-01,Final
8770,West Coast Swing,Novice,follower,F,1,Australian Open Swing Dance Championships,174,2011,10,2011-10-01,Final
8771,West Coast Swing,Intermediate,follower,4,2,Swingsation,169,2021,6,2021-06-01,4
8771,West Coast Swing,Intermediate,follower,4,2,Swing Escape,209,2019,3,2019-03-01,4
8771,West Coast Swing,Intermediate,follower,4,2,NSW West Coast Swing Dance Championships,117,2018,6,2018-06-01,4
8771,West Coast Swing,Intermediate,follower,5,1,Swing Escape,209,2018,3,2018-03-01,5
8771,West Coast Swing,Intermediate,follower,F,1,Swing Escape,209,2017,3,2017-03-01,Final
8771,West Coast Swing,Intermediate,follower,F,1,NSW West Coast Swing Dance Championships,117,2016,6,2016-06-01,Final
8771,West Coast Swing,Novice,follower,3,10,Swingtimate,169,2013,12,2013-12-01,3
8771,West Coast Swing,Novice,follower,5,2,Swingin in the Valley,117,2012,7,2012-07-01,5
8771,West Coast Swing,Novice,follower,F,1,Australian Open Swing Dance Championships,174,2011,10,2011-10-01,Final
8772,West Coast Swing,Intermediate,leader,F,1,Australian Open Swing Dance Championships,174,2013,10,2013-10-01,Final
8772,West Coast Swing,Intermediate,leader,F,1,Swingsation,169,2013,5,2013-05-01,Final
8772,West Coast Swing,Novice,leader,1,10,NSW West Coast Swing Dance Championships,117,2012,6,2012-06-01,1
8772,West Coast Swing,Novice,leader,F,1,Australian Open Swing Dance Championships,174,2011,10,2011-10-01,Final
8773,West Coast Swing,Novice,follower,F,1,Australian Open Swing Dance Championships,174,2013,10,2013-10-01,Final
8773,West Coast Swing,Novice,follower,F,1,Australian Open Swing Dance Championships,174,2011,10,2011-10-01,Final
8774,West Coast Swing,Intermediate,leader,4,8,Trilogy Swing,63,2025,9,2025-09-01,4
8774,West Coast Swing,Intermediate,leader,F,1,Easter Swing,30,2024,4,2024-04-01,Final
8774,West Coast Swing,Novice,leader,1,15,Rose City Swing,4,2024,2,2024-02-01,1
8774,West Coast Swing,All-Star,follower,F,1,City of Angels WCS,54,2026,4,2026-04-01,Final
8774,West Coast Swing,All-Star,follower,F,1,Midnight Madness,21,2025,11,2025-11-01,Final
8774,West Coast Swing,All-Star,follower,2,4,Swing City Chicago,34,2025,10,2025-10-01,2
8774,West Coast Swing,All-Star,follower,4,4,Trilogy Swing,63,2025,9,2025-09-01,4
8774,West Coast Swing,All-Star,follower,3,1,Swing Dance Mania,183,2025,8,2025-08-01,3
8774,West Coast Swing,All-Star,follower,2,4,Michigan Dance Classic,51,2025,6,2025-06-01,2
8774,West Coast Swing,All-Star,follower,3,1,Derby City Swing,116,2025,1,2025-01-01,3
8774,West Coast Swing,All-Star,follower,1,6,Midnight Madness,21,2024,11,2024-11-01,1
8774,West Coast Swing,Advanced,follower,1,15,Easter Swing,30,2024,4,2024-04-01,1
8774,West Coast Swing,Advanced,follower,F,1,The Chicago Classic,34,2024,3,2024-03-01,Final
8774,West Coast Swing,Advanced,follower,F,2,MADjam,13,2024,3,2024-03-01,Final
8774,West Coast Swing,Advanced,follower,2,8,Rose City Swing,4,2024,2,2024-02-01,2
8774,West Coast Swing,Advanced,follower,3,10,Charlotte Westie Fest,62,2024,2,2024-02-01,3
8774,West Coast Swing,Advanced,follower,2,12,Boogie By The Bay,2,2023,10,2023-10-01,2
8774,West Coast Swing,Advanced,follower,1,10,Swingtime in the Rockies,29,2023,8,2023-08-01,1
8774,West Coast Swing,Advanced,follower,F,1,Liberty Swing Dance Championships,41,2023,7,2023-07-01,Final
